2013-07-16 20:00:26.887835	0
2013-07-16 20:00:29.934769	0
2013-07-16 20:00:32.981759	0
2013-07-16 20:00:36.037543	0
2013-07-16 20:00:39.100981	0
2013-07-16 20:00:42.170116	0
2013-07-16 20:00:45.244338	0
2013-07-16 20:00:48.298717	0
2013-07-16 20:00:51.381302	0
2013-07-16 20:00:54.436307	0
2013-07-16 20:00:57.473513	0
2013-07-16 20:01:00.534314	0
2013-07-16 20:01:03.594314	0
2013-07-16 20:01:06.659009	0
2013-07-16 20:01:09.727662	0
2013-07-16 20:01:12.789340	0
2013-07-16 20:01:15.850170	0
2013-07-16 20:01:18.906971	0
2013-07-16 20:01:21.962692	0
2013-07-16 20:01:25.035976	0
2013-07-16 20:01:28.074212	0
2013-07-16 20:01:31.113200	0
2013-07-16 20:01:34.155616	0
2013-07-16 20:01:37.209173	0
2013-07-16 20:01:40.247727	0
2013-07-16 20:01:43.287840	0
2013-07-16 20:01:46.328974	0
2013-07-16 20:01:49.366157	0
2013-07-16 20:01:52.425916	0
2013-07-16 20:01:55.463521	0
2013-07-16 20:01:58.499766	0
2013-07-16 20:02:01.541958	0
2013-07-16 20:02:04.584145	0
2013-07-16 20:02:07.645445	0
2013-07-16 20:02:10.682179	0
2013-07-16 20:02:13.718601	0
2013-07-16 20:02:16.771302	0
2013-07-16 20:02:19.811358	0
2013-07-16 20:02:22.877288	0
2013-07-16 20:02:25.917028	0
2013-07-16 20:02:28.955076	0
2013-07-16 20:02:31.990643	0
2013-07-16 20:02:35.037844	0
2013-07-16 20:02:38.077592	0
2013-07-16 20:02:41.110491	0
2013-07-16 20:02:44.163777	0
2013-07-16 20:02:47.203697	0
2013-07-16 20:02:50.294734	0
2013-07-16 20:02:53.334961	0
2013-07-16 20:02:56.374392	0
2013-07-16 20:02:59.413389	0
2013-07-16 20:03:02.449445	0
2013-07-16 20:03:05.482309	0
2013-07-16 20:03:08.521805	0
2013-07-16 20:03:11.561291	0
2013-07-16 20:03:14.605276	0
2013-07-16 20:03:17.644616	0
2013-07-16 20:03:20.689488	0
2013-07-16 20:03:23.730237	0
2013-07-16 20:03:26.767355	0
2013-07-16 20:03:29.799740	0
2013-07-16 20:03:32.843898	0
2013-07-16 20:03:35.892714	0
2013-07-16 20:03:38.940145	0
2013-07-16 20:03:41.979404	0
2013-07-16 20:03:45.016902	0
2013-07-16 20:03:48.056850	0
2013-07-16 20:03:51.096576	0
2013-07-16 20:03:54.137881	0
2013-07-16 20:03:57.177681	0
2013-07-16 20:04:00.217958	0
2013-07-16 20:04:03.255049	0
2013-07-16 20:04:06.304858	0
2013-07-16 20:04:09.346420	0
2013-07-16 20:04:12.401012	0
2013-07-16 20:04:15.440869	0
2013-07-16 20:04:18.480722	0
2013-07-16 20:04:21.518853	0
2013-07-16 20:04:24.564557	0
2013-07-16 20:04:27.604036	0
2013-07-16 20:04:30.644551	0
2013-07-16 20:04:33.687036	0
2013-07-16 20:04:36.729464	0
2013-07-16 20:04:39.774050	0
2013-07-16 20:04:42.812613	0
2013-07-16 20:04:45.850899	0
2013-07-16 20:04:48.889173	0
2013-07-16 20:04:51.933615	0
2013-07-16 20:04:54.967609	0
2013-07-16 20:04:58.013689	0
2013-07-16 20:05:01.056769	0
2013-07-16 20:05:04.107565	0
2013-07-16 20:05:07.158138	0
2013-07-16 20:05:10.203923	0
2013-07-16 20:05:13.264999	0
2013-07-16 20:05:16.299997	0
2013-07-16 20:05:19.348250	0
2013-07-16 20:05:22.384881	0
2013-07-16 20:05:25.439688	0
2013-07-16 20:05:28.493859	0
2013-07-16 20:05:31.538654	0
2013-07-16 20:05:34.590584	0
2013-07-16 20:05:37.648298	0
